0 0.582918 0.582918 0.582918
10 0.479098 0.551664 0.616359
20 0.479098 0.554569 0.616799
30 0.479098 0.563788 0.617284
40 0.479098 0.57172 0.617793
50 0.479098 0.570681 0.618924
60 0.479098 0.573406 0.618924
70 0.479098 0.570312 0.618924
80 0.479098 0.56903 0.618924
90 0.479098 0.568229 0.618924
100 0.479098 0.568125 0.618924
110 0.479098 0.566935 0.618924
120 0.479098 0.568578 0.618924
130 0.479098 0.568179 0.618924
140 0.479098 0.568874 0.619599
150 0.479098 0.56959 0.619599
160 0.479098 0.569188 0.619599
170 0.479098 0.568472 0.619599
180 0.479098 0.566357 0.619599
190 0.479098 0.566544 0.619599
200 0.479098 0.567148 0.619599
210 0.479098 0.567865 0.619599
220 0.479098 0.566992 0.619599
230 0.479098 0.567829 0.619599
240 0.479098 0.566432 0.619599
250 0.479098 0.566302 0.619599
260 0.479098 0.566413 0.619599
270 0.479098 0.56499 0.619599
280 0.478015 0.564593 0.619599
290 0.478015 0.564097 0.619599
300 0.478015 0.564577 0.619599
310 0.478015 0.56527 0.619599
320 0.478015 0.565096 0.619599
330 0.478015 0.565104 0.619599
340 0.478015 0.564604 0.619599
350 0.478015 0.564886 0.619599
360 0.478015 0.564233 0.619599
370 0.478015 0.564483 0.619599
380 0.478015 0.564228 0.619599
390 0.478015 0.564619 0.619599
400 0.478015 0.564482 0.619599
410 0.478015 0.56489 0.619599
420 0.478015 0.565247 0.619599
430 0.478015 0.565092 0.619599
440 0.478015 0.565319 0.619599
450 0.478015 0.564977 0.619599
460 0.478015 0.56511 0.619599
470 0.478015 0.565035 0.619599
480 0.478015 0.56503 0.619599
490 0.478015 0.564725 0.619599
500 0.478015 0.564562 0.619599
510 0.478015 0.564513 0.619599
520 0.478015 0.56452 0.619599
530 0.478015 0.564286 0.619599
540 0.478015 0.564582 0.619599
550 0.478015 0.564281 0.619599
560 0.478015 0.564589 0.619599
570 0.478015 0.564755 0.619599
580 0.478015 0.564854 0.619599
590 0.478015 0.564677 0.619599
600 0.478015 0.565108 0.619599
610 0.478015 0.565285 0.619599
620 0.478015 0.564842 0.619599
630 0.478015 0.565077 0.619599
640 0.478015 0.565085 0.619599
650 0.478015 0.564657 0.619599
660 0.478015 0.564577 0.619599
670 0.478015 0.564485 0.619599
680 0.478015 0.56468 0.619599
690 0.478015 0.56498 0.619599
700 0.478015 0.565291 0.619599
710 0.478015 0.565317 0.619599
720 0.478015 0.565346 0.619599
730 0.478015 0.565352 0.619599
740 0.478015 0.565554 0.619599
750 0.478015 0.565456 0.619599
760 0.478015 0.565375 0.619599
770 0.478015 0.56545 0.619599
780 0.478015 0.565887 0.619599
790 0.478015 0.565708 0.619599
800 0.478015 0.565652 0.619599
810 0.478015 0.565561 0.619599
820 0.478015 0.565598 0.619599
830 0.478015 0.565333 0.619599
840 0.478015 0.56499 0.619599
850 0.478015 0.565133 0.619599
860 0.478015 0.565181 0.619599
870 0.478015 0.565393 0.619599
880 0.478015 0.565413 0.619599
890 0.478015 0.565185 0.619599
900 0.478015 0.565456 0.619599
910 0.478015 0.565139 0.619599
920 0.478015 0.565185 0.619599
930 0.478015 0.565144 0.619599
940 0.478015 0.564996 0.619599
950 0.478015 0.565054 0.619599
960 0.478015 0.565035 0.619599
970 0.478015 0.565308 0.619599
980 0.478015 0.565458 0.619599
990 0.478015 0.565509 0.619599
