0 0.578396 0.578396 0.578396
10 0.511397 0.591752 0.6182
20 0.490061 0.575613 0.6182
30 0.490061 0.577548 0.6182
40 0.490061 0.5796 0.6182
50 0.490061 0.576036 0.6182
60 0.490061 0.573077 0.6182
70 0.490061 0.57277 0.6182
80 0.490061 0.572472 0.6182
90 0.490061 0.571727 0.6182
100 0.490061 0.57187 0.6182
110 0.490061 0.571837 0.61841
120 0.490061 0.571698 0.618694
130 0.48528 0.570773 0.618694
140 0.48528 0.570058 0.618694
150 0.48528 0.568927 0.618694
160 0.48528 0.570126 0.618694
170 0.48528 0.570527 0.618694
180 0.48528 0.570618 0.618694
190 0.48528 0.571201 0.619025
200 0.48528 0.571136 0.619025
210 0.48528 0.571898 0.619025
220 0.48528 0.572148 0.619025
230 0.48528 0.572177 0.619025
240 0.48528 0.572873 0.619025
250 0.482148 0.572545 0.619025
260 0.482148 0.572605 0.619025
270 0.475627 0.572168 0.619025
280 0.475627 0.57251 0.619025
290 0.475627 0.572223 0.619025
300 0.475627 0.572744 0.619025
310 0.475627 0.572679 0.619025
320 0.475627 0.572356 0.619025
330 0.475627 0.571862 0.619025
340 0.475627 0.571907 0.619025
350 0.475627 0.572076 0.619025
360 0.475627 0.572464 0.619025
370 0.475627 0.572741 0.619025
380 0.475627 0.572763 0.619025
390 0.475627 0.572956 0.619025
400 0.475627 0.572542 0.619025
410 0.475627 0.571987 0.619025
420 0.475627 0.572031 0.619025
430 0.475627 0.572036 0.619025
440 0.475627 0.572343 0.619025
450 0.475627 0.572205 0.619025
460 0.475627 0.572022 0.619025
470 0.475627 0.571694 0.619025
480 0.475627 0.571542 0.619025
490 0.475627 0.571603 0.619025
500 0.475627 0.571888 0.619025
510 0.475627 0.572035 0.619025
520 0.475627 0.571426 0.619025
530 0.475627 0.571677 0.619025
540 0.475627 0.571563 0.619025
550 0.475627 0.571689 0.619025
560 0.475627 0.571798 0.619025
570 0.475627 0.571734 0.619025
580 0.475627 0.571802 0.619025
590 0.475627 0.571789 0.619025
600 0.475627 0.571643 0.619025
610 0.475627 0.571465 0.619025
620 0.475627 0.571637 0.619025
630 0.475627 0.571958 0.619025
640 0.475627 0.571673 0.619025
650 0.475627 0.571607 0.619025
660 0.475627 0.571681 0.619025
670 0.475627 0.571536 0.619025
680 0.475627 0.571602 0.619025
690 0.459619 0.571717 0.619025
700 0.459619 0.571631 0.619025
710 0.459619 0.571614 0.619025
720 0.459619 0.571724 0.619025
730 0.459619 0.571615 0.619025
740 0.459619 0.571849 0.619025
750 0.459619 0.571971 0.619025
760 0.459619 0.572088 0.619025
770 0.459619 0.571862 0.619025
780 0.459619 0.571627 0.619025
790 0.459619 0.571361 0.619025
800 0.459619 0.571391 0.619025
810 0.459619 0.57122 0.619025
820 0.459619 0.571337 0.619025
830 0.459619 0.5713 0.619025
840 0.459619 0.571494 0.619025
850 0.459619 0.571472 0.619025
860 0.459619 0.571228 0.619025
870 0.459619 0.571269 0.619025
880 0.459619 0.571218 0.619025
890 0.459619 0.571352 0.619025
900 0.459619 0.571464 0.619025
910 0.459619 0.571459 0.619025
920 0.459619 0.571475 0.619025
930 0.459619 0.571286 0.619025
940 0.459619 0.571267 0.619025
950 0.459619 0.571403 0.619025
960 0.459619 0.571358 0.619025
970 0.459619 0.5715 0.619025
980 0.459619 0.571538 0.619025
990 0.459619 0.571609 0.619025
