0 0.613167 0.613167 0.613167
10 0.531626 0.574815 0.616184
20 0.519646 0.575557 0.618438
30 0.492358 0.569661 0.618438
40 0.492358 0.57385 0.618438
50 0.490341 0.568679 0.618438
60 0.490341 0.571092 0.618438
70 0.490341 0.568888 0.618438
80 0.483476 0.570501 0.618438
90 0.483476 0.570227 0.618438
100 0.483476 0.571131 0.619266
110 0.483476 0.5698 0.619266
120 0.483476 0.570828 0.619266
130 0.483476 0.571736 0.619266
140 0.483476 0.571426 0.619266
150 0.483476 0.573417 0.619266
160 0.483476 0.571997 0.619266
170 0.483476 0.569288 0.619266
180 0.483476 0.570528 0.619333
190 0.483476 0.569703 0.619333
200 0.483476 0.569702 0.619333
210 0.483476 0.570139 0.619333
220 0.483476 0.570101 0.619333
230 0.483476 0.569401 0.619333
240 0.483476 0.569163 0.619333
250 0.483476 0.568686 0.619333
260 0.483476 0.568659 0.619333
270 0.483476 0.569177 0.619333
280 0.483476 0.569422 0.619494
290 0.483476 0.569675 0.619494
300 0.483476 0.56917 0.619494
310 0.483476 0.569734 0.619494
320 0.483476 0.569757 0.619494
330 0.483476 0.570216 0.619494
340 0.483476 0.570459 0.619494
350 0.483476 0.570643 0.619494
360 0.483476 0.570983 0.619494
370 0.483476 0.571638 0.619494
380 0.483476 0.571209 0.619494
390 0.483476 0.570819 0.619494
400 0.483476 0.570703 0.619494
410 0.483476 0.570483 0.619494
420 0.483476 0.56975 0.619494
430 0.483476 0.56976 0.619494
440 0.483476 0.569833 0.619494
450 0.48122 0.569642 0.619494
460 0.48122 0.569657 0.619494
470 0.48122 0.569904 0.619494
480 0.48122 0.569872 0.619494
490 0.48122 0.56991 0.619494
500 0.48122 0.569605 0.619494
510 0.48122 0.569423 0.619494
520 0.48122 0.569522 0.619494
530 0.48122 0.569135 0.619494
540 0.48122 0.569244 0.619494
550 0.48122 0.569874 0.619494
560 0.48122 0.570147 0.619494
570 0.48122 0.57005 0.619494
580 0.48122 0.569623 0.619494
590 0.48122 0.56941 0.619494
600 0.48122 0.569217 0.619494
610 0.48122 0.569073 0.619494
620 0.48122 0.569235 0.619494
630 0.48122 0.569315 0.619494
640 0.48122 0.569088 0.619494
650 0.48122 0.569094 0.619494
660 0.48122 0.569116 0.619494
670 0.48122 0.568894 0.619494
680 0.478271 0.569026 0.619494
690 0.478271 0.569042 0.619494
700 0.478271 0.569308 0.619494
710 0.478271 0.569495 0.619494
720 0.478271 0.5691 0.619494
730 0.478271 0.568938 0.619494
740 0.478271 0.568482 0.619494
750 0.478271 0.56847 0.619494
760 0.478271 0.568545 0.619494
770 0.478271 0.568614 0.619494
780 0.478271 0.568551 0.619494
790 0.478271 0.568523 0.619494
800 0.478271 0.568664 0.619494
810 0.478271 0.568327 0.619494
820 0.478271 0.568492 0.619494
830 0.478271 0.568329 0.619494
840 0.478271 0.568343 0.619494
850 0.478271 0.568624 0.619494
860 0.478271 0.568804 0.619494
870 0.478271 0.568981 0.619494
880 0.478271 0.569152 0.619494
890 0.478271 0.569237 0.619494
900 0.478271 0.56961 0.619494
910 0.478271 0.569459 0.619494
920 0.478271 0.569378 0.619494
930 0.478271 0.56936 0.619494
940 0.478271 0.569476 0.619494
950 0.478271 0.569345 0.619494
960 0.478271 0.569484 0.619494
970 0.478271 0.569392 0.619494
980 0.478271 0.569233 0.619494
990 0.478271 0.569031 0.619494
